"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"110.0","3194","2019-04-17 02:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.3","16.6","11.2","1016.4","50.0","110.0","1.9",,,
"122.0","3191","2019-04-17 02:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"28.8","8.2",,"53.0","122.0",,,,
"93.0","8919","2019-04-17 02:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"22.9",,"1016.4","49.0","93.0",,,,
"54.0","10875","2019-04-17 02:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"16.6",,"1016.4","40.0","54.0",,,,
"117.0","10874","2019-04-17 02:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","2.8","32.9","2.6","1016.4","49.0","117.0","1.3",,,
"107.0","7949","2019-04-17 02:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"107.0",,,,
"58.0","7944","2019-04-17 02:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"27.4",,"1016.4","44.0","58.0",,,,
"129.0","3193","2019-04-17 02:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","2.8","24.8","2.6","1016.4","49.0","129.0","1.3",,,
"128.0","3189","2019-04-17 02:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","2.8","21.3","4.3","1016.4","60.0","128.0","2.6",,,
"56.0","7946","2019-04-17 01:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"24.1","5.3","1016.4","40.0","56.0",,,,
"124.0","7949","2019-04-17 01:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"124.0",,,,
"129.0","3193","2019-04-17 01:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","2.8","24.8","2.6","1016.4","49.0","129.0","1.3",,,
"128.0","3189","2019-04-17 01:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","2.8","21.3","4.4","1016.4","60.0","128.0","2.5",,,
"117.0","3166","2019-04-17 01:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","2.8","19.0","2.6","1016.4","50.0","117.0","1.3",,,
"116.0","3194","2019-04-17 01:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.6","27.8","2.4","1016.4","50.0","116.0","2.2",,,
"122.0","3191","2019-04-17 01:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"28.8","8.2",,"53.0","122.0",,,"1.5",
"122.0","3166","2019-04-17 00:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.0","28.0","2.8","1016.4","52.0","122.0","1.5",,,
"118.0","5724","2019-04-17 00:00:00.000","51.50735","-0.1277583","London","3.0","35.0","2.8",,"47.0","118.0","1.5",,"1.8",
"61.0","10875","2019-04-17 00:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"26.2",,"1016.4","45.0","61.0",,,,
"118.0","7945","2019-04-17 00:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.5",,"1016.4","47.0","118.0",,,,
"114.0","7949","2019-04-17 00:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"114.0",,,,
"65.0","7944","2019-04-17 00:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"35.0",,"1016.4","51.0","65.0",,,,
"154.0","8919","2019-04-17 00:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"35.7",,"1016.4","51.0","154.0",,,,
"132.0","3193","2019-04-17 00:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","3.0","30.0","2.8","1016.4","52.0","132.0","1.5",,,
"122.0","3189","2019-04-17 00:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","3.0","27.1","3.3","1016.4","54.0","122.0","2.5",,,
"120.0","3194","2019-04-17 00:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.6","28.0","6.5","1016.4","50.0","120.0","2.1",,,
"119.0","10874","2019-04-17 00:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","3.0","32.6","2.8","1016.4","51.0","119.0","1.5",,,
"99.0","3194","2019-04-16 23:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","5.2","35.8","2.2","1017.8","46.0","99.0","2.1","9.4","0.1",
"59.0","10875","2019-04-16 23:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"30.9",,"1018.1","44.0","59.0",,"9.4","0.1","88.7"
"126.0","3193","2019-04-16 23:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","4.3","36.4","2.2","1017.8","52.0","126.0","2.2","9.4","0.1",
"99.0","8919","2019-04-16 23:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"36.8",,"1018.1","53.0","99.0",,"9.4","0.1","88.7"
"114.0","7949","2019-04-16 23:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1018.1",,"114.0",,"9.4","0.1","88.3"
"56.0","7946","2019-04-16 23:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"37.3","2.5","1016.4","47.0","56.0",,,,
"70.0","7944","2019-04-16 23:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.3",,"1018.1","53.0","70.0",,"9.4","0.1","88.7"
"114.0","3166","2019-04-16 23:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","4.3","32.3","2.2","1017.8","51.0","114.0","2.2","9.4","0.1",
"117.0","10874","2019-04-16 23:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","4.3","37.3","2.2","1017.8","52.0","117.0","2.2","9.4","0.1",
"102.0","10874","2019-04-16 22:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","3.3","37.3","1.8","1018.3","47.0","102.0","1.7","10.5","0.5",
"113.0","3191","2019-04-16 22:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"35.4","2.5",,"43.0","113.0",,"6.5","0.1","55.5"
"116.0","3193","2019-04-16 22:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","3.3","34.5","1.8","1018.3","47.0","116.0","1.7","10.5","0.5",
"60.0","7946","2019-04-16 22:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"37.2","3.4","1018.1","43.0","60.0",,"9.4","0.1","88.4"
"97.0","8919","2019-04-16 22:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"36.5",,"1017.8","51.0","97.0",,"9.4","0.1",
"111.0","3189","2019-04-16 22:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","3.3","31.6","3.0","1018.3","51.0","111.0","2.5","10.5","0.5",
"109.0","3166","2019-04-16 22:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.3","33.6","1.8","1018.3","52.0","109.0","1.7","10.5","0.5",
"107.0","7949","2019-04-16 22:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1018.3",,"107.0",,,"0.5",
"59.0","7944","2019-04-16 22:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"44.5",,"1017.8","53.0","59.0",,"9.4","0.1",
"117.0","7945","2019-04-16 22:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"41.5",,"1016.4","49.0","117.0",,,,
"62.0","10875","2019-04-16 22:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"33.3",,"1017.8","35.0","62.0",,"9.4","0.1",
"101.0","3191","2019-04-16 21:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"32.6","4.1",,"40.0","101.0",,"7.9","0.1","58.5"
"65.0","7946","2019-04-16 21:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"41.4","1.7","1018.3","47.0","65.0",,"10.5","0.5",
"58.0","10875","2019-04-16 21:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"34.1",,"1018.3","35.0","58.0",,"10.5","0.5",
"109.0","7949","2019-04-16 21:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1017.7",,"109.0",,"11.1","0.5",
"102.0","8919","2019-04-16 21:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"41.0",,"1018.3","51.0","102.0",,"10.5","0.5",
"71.0","7944","2019-04-16 21:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"38.9",,"1018.3","51.0","71.0",,"10.5","0.5",
"110.0","3193","2019-04-16 21:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","3.8","36.5","1.5","1017.5","48.0","110.0","1.8","11.5","1.1","74.2"
"101.0","3166","2019-04-16 21:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.7","30.9","2.6","1017.5","42.0","101.0","1.9","11.6","1.3","74.1"
"104.0","3189","2019-04-16 21:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","3.7","32.1","3.5","1017.5","49.0","104.0","2.3","11.6","1.3","74.1"
"104.0","10874","2019-04-16 21:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","3.7","38.6","2.6","1017.5","42.0","104.0","1.9","11.6","1.3","74.1"
"105.0","3189","2019-04-16 20:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","3.7","31.1","5.2","1017.2","50.0","105.0","2.1","12.2","0.7","72.1"
"102.0","8919","2019-04-16 20:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"43.4",,"1017.5","51.0","102.0",,"11.5",,"74.3"
"95.0","10874","2019-04-16 20:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","3.7","38.1","2.6","1017.2","42.0","95.0","1.8","12.2","0.7","72.1"
"97.0","3191","2019-04-16 20:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"25.8","11.4",,"37.0","97.0",,,"0.1",
"113.0","7945","2019-04-16 20:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"52.4",,"1017.7","48.0","113.0",,"11.1","0.5",
"104.0","3166","2019-04-16 20:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.7","34.7","2.6","1017.3","49.0","104.0","1.8","12.2",,"72.4"
"67.0","7944","2019-04-16 20:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"48.0",,"1010.3","51.0","67.0",,"7.9","0.1","59.5"
"66.0","7946","2019-04-16 20:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"43.1","2.3","1017.5","43.0","66.0",,"11.6","1.3","74.1"
"113.0","5724","2019-04-16 20:00:00.000","51.50735","-0.1277583","London","3.7","52.4","2.6","1017.5","48.0","113.0","1.9","11.6",,"74.5"
"102.0","7949","2019-04-16 20:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1017.5",,"102.0",,"11.6","1.2","74.2"
"97.0","3194","2019-04-16 20:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.6","32.5","10.5","1018.3","39.0","97.0","1.7","10.5","0.5",
"97.0","10874","2019-04-16 19:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","3.2","34.7","6.3","1016.2","47.0","97.0","2.2","12.7","1.2","69.8"
"107.0","7949","2019-04-16 19:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1017.2",,"107.0",,"12.2","0.5","71.7"
"55.0","7944","2019-04-16 19:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"37.4",,"1016.9","36.0","55.0",,"11.6","0.6",
"108.0","3193","2019-04-16 19:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","3.7","38.1","2.6","1017.2","42.0","108.0","1.8","12.2","0.5","71.5"
"53.0","10875","2019-04-16 19:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"29.1",,"1007.8","28.0","53.0",,"6.6","0.1",
"96.0","3194","2019-04-16 19:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","5.3","34.0","13.7",,"36.0","96.0","2.0",,"0.1",
"64.0","7946","2019-04-16 19:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"40.5","4.4","1017.3","43.0","64.0",,"12.2",,"72.4"
"104.0","3189","2019-04-16 19:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","3.2","30.6","7.3","1016.2","48.0","104.0","2.1","12.7","1.2","69.8"
"97.0","3191","2019-04-16 19:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"24.9","13.7","1011.5","36.0","97.0",,"11.3","1.5",
"63.0","7944","2019-04-16 18:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"39.7",,"1016.5","37.0","63.0",,"11.6","0.5",
"104.0","3191","2019-04-16 18:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"27.2","13.4","1009.3","44.0","104.0",,"11.3","0.8","59.2"
"104.0","8919","2019-04-16 18:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"40.4",,"1017.2","43.0","104.0",,"12.2","0.5","71.5"
"108.0","3189","2019-04-16 18:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","6.3","32.1","7.4","1016.2","48.0","108.0","2.1","12.7","1.2","69.8"
"62.0","10875","2019-04-16 18:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"36.3",,"1016.5","36.0","62.0",,"11.6","0.6","82.6"
"102.0","7949","2019-04-16 18:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.2",,"102.0",,"12.7","1.2","69.8"
"108.0","5724","2019-04-16 18:00:00.000","51.50735","-0.1277583","London","6.3","32.1","10.0","1016.2","48.0","108.0","4.5","13.3","1.2","69.8"
"111.0","7945","2019-04-16 18:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"65.8",,"1017.2","50.0","111.0",,"12.2","0.5","71.5"
"114.0","3166","2019-04-16 18:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.2","39.6","6.3","1016.5","52.0","114.0","2.2","11.6","0.6","82.6"
"114.0","3193","2019-04-16 18:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","3.2","34.7","6.3","1016.2","47.0","114.0","2.2","12.7","1.2","69.8"
"91.0","10874","2019-04-16 18:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","6.3","32.1","6.3","1016.2","58.0","91.0","4.5","12.7","1.2","69.8"
"85.0","7946","2019-04-16 17:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"36.2","9.3","1016.2","51.0","85.0",,"12.7","1.2","69.8"
"106.0","3194","2019-04-16 17:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","5.3","34.0","13.0","1011.7","36.0","106.0","2.0",,"0.6","65.8"
"60.0","7944","2019-04-16 17:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"36.6",,"1016.1","39.0","60.0",,"12.2","1.2",
"85.0","8919","2019-04-16 17:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"34.7",,"1016.2","46.0","85.0",,"12.7","1.2","69.8"
"99.0","7949","2019-04-16 17:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"99.0",,,,
"96.0","3191","2019-04-16 17:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"25.9","17.7","1009.2","40.0","96.0",,"12.2","0.8","58.6"
"138.0","3166","2019-04-16 17:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","6.3","37.8","6.3","1016.1","52.0","138.0","4.5","12.2","1.2",
"61.0","10875","2019-04-16 17:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"36.6",,"1016.1","39.0","61.0",,"12.2","1.2",
"152.0","3193","2019-04-16 17:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","6.3","46.7","6.3","1016.4","58.0","152.0","4.5",,,
"130.0","3189","2019-04-16 17:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","6.3","24.3","10.0","1016.4","54.0","130.0","2.3",,,
"122.0","10874","2019-04-16 17:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","6.3","29.6","2.0","1016.4","58.0","122.0","4.5",,,
"131.0","3189","2019-04-16 16:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","4.6","25.8","13.1","1016.4","55.0","131.0","3.4","16.1",,"57.5"
"64.0","7944","2019-04-16 16:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"43.0",,"1016.4","44.0","64.0",,,,
"82.0","8919","2019-04-16 16:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"31.2",,"1016.4","45.0","82.0",,,,
"62.0","7946","2019-04-16 16:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"33.8","11.2","1016.4","57.0","62.0",,,,
"134.0","3194","2019-04-16 16:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.3","21.1","10.3","1016.4","56.0","134.0","2.1","16.1",,"57.5"
"148.0","7945","2019-04-16 16:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"49.8",,"1016.2","55.0","148.0",,"12.7","1.2","69.8"
"119.0","3191","2019-04-16 16:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"21.8","16.4","1007.8","50.0","119.0",,,"1.1","54.6"
"148.0","3166","2019-04-16 16:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","4.6","25.1","3.2","1016.4","48.0","148.0","3.0","15.9",,
"129.0","10874","2019-04-16 16:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","4.6","26.5","3.2","1016.4","57.0","129.0","3.0","16.1",,"57.5"
"112.0","7949","2019-04-16 16:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"112.0",,,,
"62.0","10875","2019-04-16 16:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"33.7",,"1016.4","53.0","62.0",,,,
"151.0","3193","2019-04-16 16:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","4.6","36.6","3.2","1016.4","57.0","151.0","3.0","16.1",,"57.5"
"152.0","5724","2019-04-16 16:00:00.000","51.50735","-0.1277583","London","6.3","53.0","2.0","1016.4","58.0","152.0","4.5",,"2.6","66.4"
"78.0","10875","2019-04-16 15:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.9",,"1016.4","53.0","78.0",,"15.9",,
"119.0","7949","2019-04-16 15:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1016.4",,"119.0",,"17.2",,
"64.0","7946","2019-04-16 15:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"32.7","14.1","1016.4","47.0","64.0",,"16.1",,"57.5"
"151.0","3191","2019-04-16 15:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"18.9","11.5",,"68.0","151.0",,"12.2","1.8","50.6"
"102.0","3166","2019-04-16 15:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","3.2","35.4","15.8","1015.7","48.0","102.0","2.1","18.8",,"44.5"
"111.0","3193","2019-04-16 15:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","4.9","45.3","11.2","1015.7","48.0","111.0","2.9","18.8",,"44.5"
"87.0","8919","2019-04-16 15:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"27.6",,"1016.4","45.0","87.0",,"16.1",,"57.5"
