"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"99.0","5724","2019-04-05 21:00:00.000","51.50735","-0.1277583","London","10.0","34.4","8.7","1003.9","40.0","99.0","1.5",,"6.6","76.5"
"96.0","3189","2019-04-05 21:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","22.5","15.2","997.1","38.0","96.0","2.1",,"6.5","67.5"
"95.0","10874","2019-04-05 21:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.6","24.0","9.7","1003.7","40.0","95.0","1.7","8.3","1.6",
"43.0","10875","2019-04-05 21:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"19.5",,"998.8","28.0","43.0",,"7.2","2.3",
"100.0","7945","2019-04-05 21:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"26.4",,"1005.5","38.0","100.0",,"6.6","3.9",
"82.0","10874","2019-04-05 20:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","26.6","9.7","1003.6","33.0","82.0","1.6","8.6","1.2","73.5"
"93.0","7949","2019-04-05 20:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"93.0",,"6.9","6.6","60.4"
"52.0","10875","2019-04-05 20:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.3",,"997.1","21.0","52.0",,,"6.5","67.5"
"93.0","3166","2019-04-05 20:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","15.4","9.7","1004.1","35.0","93.0","1.6","8.8",,
"32.0","7946","2019-04-05 20:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"21.8","16.5","997.7","32.0","18.0",,"7.8","2.8","82.1"
"72.0","3189","2019-04-05 20:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.9","23.6","17.5","1003.9","29.0","72.0","2.1","9.1","4.5","75.2"
"45.0","10875","2019-04-05 19:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"21.3",,"1003.9","18.0","45.0",,"9.1","4.5","75.2"
"63.0","10874","2019-04-05 19:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.7","24.3","7.6","1009.4","44.0","63.0","3.0","10.4","2.7",
"66.0","7945","2019-04-05 19:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"32.0",,,"25.0","66.0",,"6.9","6.6","60.4"
"61.0","3189","2019-04-05 19:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","12.7","25.2","17.6","1009.4","22.0","61.0","1.9","10.4","2.7",
"83.0","3193","2019-04-05 19:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","34.4","9.7","1003.9","33.0","83.0","1.6","9.1","4.5","75.2"
"52.0","3191","2019-04-05 19:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"19.4","24.9","993.6","17.0","52.0",,"7.3",,"62.5"
"75.0","3166","2019-04-05 19:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","20.5","8.9","1003.8","29.0","75.0","2.1","9.4",,"73.5"
"60.0","7944","2019-04-05 19:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"36.0","7.2","1003.9","41.0","60.0",,,"4.5","76.5"
"61.0","5724","2019-04-05 19:00:00.000","51.50735","-0.1277583","London","12.7","32.5","17.6","1003.4","22.0","61.0","1.9",,,"65.6"
"32.0","7946","2019-04-05 19:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.3","16.3","997.1","32.0","18.0",,,"6.5","67.5"
"72.0","7949","2019-04-05 19:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1004.4",,"72.0",,"8.8","0.5",
"53.0","3194","2019-04-05 18:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","17.7","26.3","993.6","24.0","53.0","3.1","7.3",,"62.5"
"65.0","3193","2019-04-05 18:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","41.7","8.9","1003.5","44.0","65.0","2.1","9.8",,"66.5"
"43.0","3191","2019-04-05 18:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"16.1","26.6",,"16.0","43.0",,"7.9",,
"59.0","3189","2019-04-05 18:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","12.7","26.4","16.2","1009.1","22.0","59.0","1.8","11.1",,
"37.0","10875","2019-04-05 18:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.0",,"1003.5","17.0","37.0",,"9.8",,"66.5"
"26.0","7946","2019-04-05 18:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.6","21.1","1004.3","26.0","18.0",,"8.8",,
"56.0","7944","2019-04-05 18:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"44.5","7.2","1003.4","27.0","56.0",,,,"65.6"
"57.0","7949","2019-04-05 18:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1009.4",,"57.0",,"10.5",,"65.6"
"57.0","3166","2019-04-05 18:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","12.7","24.5","7.6","1003.4","24.0","57.0","3.0",,,"65.5"
"55.0","10874","2019-04-05 18:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.7","26.4","7.1","1009.1","30.0","55.0","3.0","11.1",,
"59.0","5724","2019-04-05 17:00:00.000","51.50735","-0.1277583","London","12.7","42.1","37.2","1004.1","28.0","59.0","3.0","14.7",,"36.2"
"36.0","3191","2019-04-05 17:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"7.0","35.5","994.6","6.0","18.0",,"10.3","4.8","55.2"
"32.0","3194","2019-04-05 17:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.8","16.0","26.7","1004.3","12.0","32.0","3.0","13.3",,
"68.0","7949","2019-04-05 17:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1009.1",,"68.0",,"11.1",,
"51.0","7944","2019-04-05 17:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"42.1","7.2","1002.9","27.0","51.0",,"10.5",,"60.5"
"70.0","3193","2019-04-05 17:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","12.7","53.3","7.1","1002.9","30.0","70.0","3.0","10.5",,"60.5"
"60.0","7945","2019-04-05 17:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"32.5",,"1003.4","24.0","60.0",,,,"65.6"
"59.0","3166","2019-04-05 17:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","12.7","25.4","12.9","1004.3","28.0","59.0","3.0","13.3",,
"25.0","7946","2019-04-05 17:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.3","19.8","1003.9","25.0","18.0",,"9.4",,
"53.0","10874","2019-04-05 17:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.7","26.2","12.9","1004.3","14.0","53.0","3.0","13.3",,
"35.0","10875","2019-04-05 16:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"17.0",,"1004.2","16.0","35.0",,"13.3",,
"20.0","7946","2019-04-05 16:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.3","19.8","1003.4","20.0","18.0",,"9.8","1.3",
"34.0","3191","2019-04-05 16:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.6","33.9","994.9","6.0","15.0",,"10.7","4.8","50.8"
"57.0","3189","2019-04-05 16:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","12.7","26.0","29.9","1004.3","20.0","57.0","2.0","13.3",,
"65.0","7944","2019-04-05 16:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"39.8","7.2","1004.3","20.0","65.0",,"13.3",,
"37.0","3194","2019-04-05 16:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.6","7.0","37.2","1004.1","6.0","14.0","2.3",,,
"25.0","10874","2019-04-05 16:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.7","18.3","13.0","1004.1","17.0","25.0","2.5","15.2",,
"74.0","7949","2019-04-05 16:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1004.3",,"74.0",,"13.3",,
"37.0","3166","2019-04-05 16:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","12.7","26.8","13.0","1004.1","13.0","37.0","2.5",,,
"59.0","3193","2019-04-05 16:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","12.7","53.3","12.9","1004.3","27.0","59.0","3.0","13.3",,
"33.0","7946","2019-04-05 15:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.0","16.9","1004.3","33.0","18.0",,"13.3",,
"38.0","3193","2019-04-05 15:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","12.7","41.3","13.0","1004.1","17.0","38.0","2.5","15.2",,
"31.0","3191","2019-04-05 15:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"11.2","31.1",,"5.0","11.0",,"9.5","4.3","57.3"
"24.0","3166","2019-04-05 15:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.9","26.0","11.7",,"13.0","24.0","2.5","16.6",,
"38.0","5724","2019-04-05 15:00:00.000","51.50735","-0.1277583","London","11.9","42.0","11.7",,"17.0","38.0","2.5","16.9",,"28.5"
"50.0","7944","2019-04-05 15:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"35.0","7.2","1004.1","20.0","50.0",,,,
"34.0","10874","2019-04-05 15:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.9","15.0","11.7",,"17.0","34.0","2.5","16.9",,"28.5"
"21.0","10875","2019-04-05 15:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"12.8",,"1004.1","6.0","21.0",,"15.2",,
"38.0","7949","2019-04-05 15:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1004.1",,"38.0",,"15.2",,
"30.0","3189","2019-04-05 15:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.9","9.7","30.2",,"10.0","19.0","1.7","16.9",,"28.5"
"38.0","3194","2019-04-05 15:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.8","6.0","38.1",,"6.0","12.0","2.5","16.9",,"28.5"
"47.0","7945","2019-04-05 15:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"42.1",,"1004.1","18.0","47.0",,"14.7",,"36.2"
"39.0","3193","2019-04-05 14:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","12.0","42.0","11.1","1003.8","15.0","39.0","2.5","16.9",,"29.5"
"20.0","3166","2019-04-05 14:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.8","16.9","11.1","1003.9","10.0","20.0","3.0","16.6",,
"30.0","10874","2019-04-05 14:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.0","13.7","11.1","1003.8","15.0","30.0","2.5","16.9",,"29.5"
"28.0","7946","2019-04-05 14:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"18.0","28.2",,"9.0","18.0",,"16.6",,
"32.0","3189","2019-04-05 14:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","12.0","6.9","32.2","1003.8","14.0","12.0","1.5","16.9",,"29.5"
"18.0","10875","2019-04-05 14:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"10.8",,,"9.0","18.0",,"16.9",,"28.5"
"30.0","7949","2019-04-05 14:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1004.1",,"30.0",,"16.6",,
"33.0","3191","2019-04-05 14:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"7.7","33.1","993.4","5.0","10.0",,"11.2","3.6","52.8"
"39.0","3194","2019-04-05 14:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.9","3.6","39.0","1003.9","7.0","11.0","2.6","16.6",,
"31.0","3191","2019-04-05 13:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"9.1","30.9",,"5.0","11.0",,,"7.2",
"30.0","10874","2019-04-05 13:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.2","14.8","9.8","1003.9","18.0","30.0","3.0","17.2",,
"38.0","7945","2019-04-05 13:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"34.0",,,"15.0","38.0",,"16.9",,"28.5"
"49.0","3193","2019-04-05 13:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.2","45.8","9.4","1003.9","18.0","49.0","3.0","17.2",,
"18.0","10875","2019-04-05 13:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"12.3",,"1003.8","7.0","18.0",,"16.9",,"29.5"
"27.0","7944","2019-04-05 13:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"31.8","7.2","1003.8","19.0","27.0",,,,"29.3"
"29.0","3189","2019-04-05 13:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.2","8.8","29.1","1003.9","16.0","12.0","1.5","17.2",,
"42.0","7949","2019-04-05 13:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1003.9",,"42.0",,"16.6",,
"23.0","3166","2019-04-05 13:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.2","17.6","9.4","1003.9","13.0","23.0","3.0","17.2",,
"49.0","5724","2019-04-05 13:00:00.000","51.50735","-0.1277583","London","12.0","45.8","11.1","1003.8","18.0","49.0","2.5","16.9",,"29.5"
"28.0","3189","2019-04-05 12:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.2","8.0","28.4","1003.8","9.0","24.0","1.4","17.7",,
"27.0","7946","2019-04-05 12:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"15.1","27.4","1003.9","15.0","18.0",,"17.2",,"30.7"
"50.0","7949","2019-04-05 12:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"50.0",,"17.7",,
"48.0","3193","2019-04-05 12:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.2","45.0","9.8","1003.8","17.0","48.0","2.7","17.7",,
"23.0","3166","2019-04-05 12:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","17.3","9.8","1003.8","14.0","23.0","2.8","17.7",,
"25.0","10874","2019-04-05 12:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.2","14.5","9.8","1003.8","17.0","25.0","2.7","17.7",,
"16.0","10875","2019-04-05 12:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"11.7",,"1003.9","7.0","16.0",,"17.2",,
"24.0","7944","2019-04-05 12:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"31.5","7.2","1003.9","23.0","24.0",,"17.2",,
"34.0","3194","2019-04-05 12:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.0","4.0","34.1","1003.9","6.0","11.0","2.7","17.2",,
"24.0","5724","2019-04-05 12:00:00.000","51.50735","-0.1277583","London","10.9","17.3","34.1","1003.9","14.0","24.0","2.8","17.7","6.6",
"39.0","7945","2019-04-05 12:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,,"18.0","39.0",,"17.7",,
"27.0","3191","2019-04-05 12:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.7","27.0",,"6.0","12.0",,,"6.6",
"34.0","7949","2019-04-05 11:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1003.9",,"34.0",,"17.7",,
"24.0","3166","2019-04-05 11:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","17.4","8.6","1003.6","15.0","24.0","2.7","17.2",,
"32.0","3194","2019-04-05 11:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.3","6.5","32.4","1003.7","9.0","15.0","2.7","17.5",,
"52.0","3193","2019-04-05 11:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.5","40.5","8.6","1003.6","17.0","52.0","2.5","17.2",,
"17.0","10874","2019-04-05 11:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.5","15.4","8.6","1003.7","17.0","17.0","2.5","17.5",,
"26.0","7946","2019-04-05 11:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"14.8","26.4","1003.8","9.0","18.0",,"17.7",,
"26.0","3189","2019-04-05 11:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.5","9.1","25.7","1003.7","12.0","17.0","1.4","17.5",,
"29.0","7944","2019-04-05 11:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"22.8","7.2","1003.8","25.0","29.0",,"17.7",,
"59.0","3193","2019-04-05 10:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","47.9","7.7","1003.4","18.0","59.0","2.7","15.8",,
"38.0","3189","2019-04-05 10:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","13.3","21.1","1003.4","12.0","38.0","1.5","15.9",,
"38.0","3166","2019-04-05 10:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","22.7","7.7","1003.4","19.0","38.0","2.7","15.9",,
"25.0","7949","2019-04-05 10:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1003.4",,"25.0",,"16.1",,"40.2"
"59.0","5724","2019-04-05 10:00:00.000","51.50735","-0.1277583","London","10.0","47.9","7.7","1003.1","18.0","59.0","2.7",,"5.9",
"24.0","7946","2019-04-05 10:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"15.9","24.3","1003.7","12.0","18.0",,"17.5",,
"33.0","7945","2019-04-05 10:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"1003.4","17.0","33.0",,"16.1",,"40.2"
"21.0","10875","2019-04-05 10:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"10.1",,"1003.9","7.0","21.0",,"17.7",,
"27.0","3191","2019-04-05 10:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"9.4","26.6",,"8.0","18.0",,"11.5","7.4","55.5"
"25.0","10874","2019-04-05 10:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","17.9","7.7","1003.4","18.0","25.0","2.7","15.9",,
"32.0","7944","2019-04-05 09:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"29.8","7.2","1003.7","32.0","31.0",,"17.5",,
"27.0","3191","2019-04-05 09:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.1","26.5",,"9.0","23.0",,,"5.9",
"37.0","3189","2019-04-05 09:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.4","14.3","18.8","1003.1","14.0","37.0","1.7","14.7",,"46.5"
"45.0","7946","2019-04-05 09:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"17.8","20.9","1003.4","14.0","45.0",,"15.9",,
"53.0","3193","2019-04-05 09:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.4","37.5","8.5","1003.1","17.0","53.0","2.2","14.7",,"46.5"
"26.0","3194","2019-04-05 09:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1003.4","13.0","26.0","3.0","15.9",,
"38.0","7949","2019-04-05 09:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1003.4",,"38.0",,"15.5",,
"29.0","10875","2019-04-05 09:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"13.9",,"1003.4","12.0","29.0",,"15.9",,
"29.0","3166","2019-04-05 09:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.5","22.9","5.6",,"20.0","29.0","2.7","14.4",,
"34.0","10874","2019-04-05 09:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.4","20.4","8.5","1003.1","17.0","34.0","2.2","14.7",,"46.5"
"46.0","3166","2019-04-05 08:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.5","24.4","5.6","1002.6","23.0","46.0","2.7","12.2",,"51.5"
"31.0","3189","2019-04-05 08:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.5","18.7","14.6","1002.6","17.0","31.0","1.8","12.2",,"51.5"
"46.0","10874","2019-04-05 08:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.5","19.8","5.6","1002.6","18.0","46.0","2.7","12.2",,"51.5"
"46.0","7949","2019-04-05 08:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"46.0",,"14.4",,
"45.0","7944","2019-04-05 08:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.4","7.2","1003.4","36.0","45.0",,"15.5",,
"56.0","5724","2019-04-05 08:00:00.000","51.50735","-0.1277583","London","11.5","39.6","5.6","1002.1","18.0","56.0","2.7","11.3","7.2",
"23.0","3191","2019-04-05 08:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"10.2","23.3","1001.5","9.0","23.0",,,"5.9",
"56.0","3193","2019-04-05 08:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.5","39.6","5.6","1002.6","18.0","56.0","2.7","12.2",,"51.5"
"40.0","7945","2019-04-05 08:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,,"20.0","40.0",,"14.4",,
"30.0","3194","2019-04-05 08:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1002.6","12.0","30.0","3.0","12.2",,"51.5"
"33.0","10875","2019-04-05 08:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"15.0",,"1003.1","10.0","33.0",,"14.7",,"46.5"
"32.0","3194","2019-04-05 07:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8",,"12.0","32.0","3.0","11.1",,"54.5"
"45.0","3166","2019-04-05 07:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.5","23.9","7.9",,"23.0","45.0","1.9","11.1",,"54.5"
"56.0","3193","2019-04-05 07:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.5","34.6","7.9",,"15.0","56.0","1.9","11.1",,"54.5"
"31.0","10875","2019-04-05 07:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"15.1",,"1002.6","10.0","31.0",,"12.2",,"51.5"
"50.0","7949","2019-04-05 07:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1002.1",,"50.0",,"11.3",,"53.7"
"40.0","7944","2019-04-05 07:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"33.0","7.2","1002.5","29.0","40.0",,"11.6",,
"28.0","3189","2019-04-05 07:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.5","16.7","16.1",,"14.0","28.0","1.7","11.1",,"54.5"
"28.0","7946","2019-04-05 07:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"23.3","14.3","1002.7","14.0","28.0",,"12.7",,"50.6"
"19.0","3191","2019-04-05 07:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"14.2","18.9",,"7.0","16.0",,,"5.6",
"42.0","10874","2019-04-05 07:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.5","19.4","7.9",,"15.0","42.0","1.9","11.1",,"54.5"
"50.0","3193","2019-04-05 06:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.5","32.9","9.4","1001.5","15.0","50.0","1.8",,,
"47.0","3189","2019-04-05 06:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.5","12.9","16.9","1001.6","14.0","47.0","1.5",,,
"23.0","3191","2019-04-05 06:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"10.5","22.6",,"7.0","16.0",,,"5.1",
"46.0","10874","2019-04-05 06:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.5","19.8","9.4","1001.6","15.0","46.0","1.8",,,
"54.0","7945","2019-04-05 06:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"1001.9","23.0","54.0",,"11.1",,
"27.0","7946","2019-04-05 06:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"24.0","12.6","1002.1","11.0","27.0",,"11.3",,"53.7"
"34.0","3194","2019-04-05 06:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1001.6","12.0","34.0","3.0",,,
"50.0","5724","2019-04-05 06:00:00.000","51.50735","-0.1277583","London","10.5","32.9","9.4","1001.1","15.0","50.0","1.8","9.4","5.1",
"43.0","3166","2019-04-05 06:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.5","18.2","9.4","1001.6","19.0","43.0","1.8",,,
"47.0","7944","2019-04-05 06:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.6","7.2",,"24.0","47.0",,"11.1",,"54.5"
"46.0","7949","2019-04-05 06:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1001.9",,"46.0",,"11.1",,
"31.0","3166","2019-04-05 05:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.1","1.4","20.7","1000.9","13.0","31.0","1.2","9.1",,
"42.0","7944","2019-04-05 05:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"33.2","7.2","1001.6","9.0","42.0",,,,
"42.0","7949","2019-04-05 05:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1001.5",,"42.0",,,,
"25.0","3191","2019-04-05 05:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"7.6","24.8",,"7.0","16.0",,,"5.1",
"29.0","7946","2019-04-05 05:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"20.4","14.8","1001.6","10.0","29.0",,,,
"46.0","10874","2019-04-05 05:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.2","13.2","14.6",,"15.0","46.0","1.3","9.2",,
"30.0","10875","2019-04-05 05:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"15.7",,"1001.9","11.0","30.0",,"11.1",,
"26.0","3191","2019-04-05 04:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"6.0","25.9",,"7.0","16.0",,,"5.1",
"33.0","7944","2019-04-05 04:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"19.8","7.2",,"9.0","33.0",,"9.2",,
"21.0","10874","2019-04-05 04:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","8.1","13.2","20.7","1000.6","12.0","30.0","0.5","9.7",,
"30.0","10875","2019-04-05 04:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"11.2",,"1000.9","10.0","30.0",,"8.8",,
